wikidata_qid,wikidata_name,wikidata_url,candidate_inat_ids,candidate_inat_names,correct_inat_taxon_id,notes
Q13826290,Megalomyrmex modestus,http://www.wikidata.org/entity/Q13826290,1267299;1430857,Megalomyrmex modestus;Megalomyrmex modestus,,
Q13826341,Megalomyrmex pusillus,http://www.wikidata.org/entity/Q13826341,1430866;1430862,Megalomyrmex pusillus;Megalomyrmex pusillus,,
Q87303315,Megaphyllum,http://www.wikidata.org/entity/Q87303315,569115;1296977,Megaphyllum;Megaphyllum,,
Q21438980,Megatoma,http://www.wikidata.org/entity/Q21438980,177103;1227711,Megatoma;Megatoma,,
Q50744049,Melanapion,http://www.wikidata.org/entity/Q50744049,547631;1366008,Melanapion;Melanapion,,
Q52063477,Melanoloma,http://www.wikidata.org/entity/Q52063477,972305;1293678,Melanoloma;Melanoloma,,
Q14621845,Melanoloma,http://www.wikidata.org/entity/Q14621845,972305;1293678,Melanoloma;Melanoloma,,
Q3690642,Meranoplus diversus,http://www.wikidata.org/entity/Q3690642,1414752;1414767,Meranoplus diversus;Meranoplus diversus,,
Q66439474,Merocoris,http://www.wikidata.org/entity/Q66439474,203134;1496346,Merocoris;Merocoris,,
Q14520029,Merodon tarsatus,http://www.wikidata.org/entity/Q14520029,1633007;1659509,Merodon tarsatus;Merodon tarsatus,,
Q111845549,Merope,http://www.wikidata.org/entity/Q111845549,177061;426126,Merope;Merope,,
Q18606521,Mexicana,http://www.wikidata.org/entity/Q18606521,967685;1673650,Mexicana;Mexicana,,
Q6512169,Mexicobius,http://www.wikidata.org/entity/Q6512169,999832;999992,Mexicobius;Mexicobius,,
Q138575084,Micronycteris,http://www.wikidata.org/entity/Q138575084,41065;1431390,Micronycteris;Micronycteris,,
Q6842065,Middletonia,http://www.wikidata.org/entity/Q6842065,888312;930249,Middletonia;Middletonia,,
Q42433416,Middletonia,http://www.wikidata.org/entity/Q42433416,888312;930249,Middletonia;Middletonia,,
Q6862034,Mimema,http://www.wikidata.org/entity/Q6862034,640781;1675743,Mimema;Mimema,,
Q18173125,Miquelia,http://www.wikidata.org/entity/Q18173125,890538;1647684,Miquelia;Miquelia,,
Q14424353,Mischocyttarus barbatus,http://www.wikidata.org/entity/Q14424353,1447430;1576308,Mischocyttarus barbatus;Mischocyttarus barbatus,,
Q9034262,Mollia,http://www.wikidata.org/entity/Q9034262,185847;186621,Mollia;Mollia,,
Q13861280,Monomorium hanneli,http://www.wikidata.org/entity/Q13861280,1404055;1404056,Monomorium hanneli;Monomorium hanneli,,
Q50755482,Monotarsobius,http://www.wikidata.org/entity/Q50755482,918474;999994,Monotarsobius;Monotarsobius,,
Q15886888,Monotarsobius,http://www.wikidata.org/entity/Q15886888,918474;999994,Monotarsobius;Monotarsobius,,
Q128758187,Moutan,http://www.wikidata.org/entity/Q128758187,1692291;1692295,Moutan;Moutan,,
Q21439111,Mycetophagus,http://www.wikidata.org/entity/Q21439111,90072;1566111,Mycetophagus;Mycetophagus,,
Q18810191,Myrinia,http://www.wikidata.org/entity/Q18810191,156729;156730,Myrinia;Myrinia,,
Q21583388,Myrionema,http://www.wikidata.org/entity/Q21583388,182865;1032436,Myrionema;Myrionema,,
Q18391460,Myrmecia,http://www.wikidata.org/entity/Q18391460,90089;960165,Myrmecia;Myrmecia,,
Q56641873,Myrmoteras,http://www.wikidata.org/entity/Q56641873,1051330;1399372,Myrmoteras;Myrmoteras,,
Q21441110,Mythimna,http://www.wikidata.org/entity/Q21441110,121184;1257476,Mythimna;Mythimna,,
Q10594225,Namibia,http://www.wikidata.org/entity/Q10594225,185735;186626,Namibia;Namibia,,
Q115555210,Narcissea cordispora,http://www.wikidata.org/entity/Q115555210,1179754;1648121,Narcissea cordispora;Narcissea cordispora,,
Q10596298,Neoacla,http://www.wikidata.org/entity/Q10596298,766812;1560914,Neoacla;Neoacla,,
Q89661170,Neodesmus,http://www.wikidata.org/entity/Q89661170,998420;1588601,Neodesmus;Neodesmus,,
Q3784433,Neodesmus,http://www.wikidata.org/entity/Q3784433,998420;1588601,Neodesmus;Neodesmus,,
Q61727027,Nephasoma,http://www.wikidata.org/entity/Q61727027,423581;1508109,Nephasoma;Nephasoma,,
Q9049540,Nephrophyllum,http://www.wikidata.org/entity/Q9049540,1069452;1680904,Nephrophyllum;Nephrophyllum,,
Q10599651,Nesonotus denticulatus,http://www.wikidata.org/entity/Q10599651,1563071;1563070,Nesonotus denticulatus;Nesonotus denticulatus,,
Q87237671,Nesothamnus,http://www.wikidata.org/entity/Q87237671,1031093;1530524,Nesothamnus;Nesothamnus,,
Q10599771,Nesothamnus,http://www.wikidata.org/entity/Q10599771,1031093;1530524,Nesothamnus;Nesothamnus,,
Q132801260,Nicandra,http://www.wikidata.org/entity/Q132801260,72253;1471128;1486113,Nicandra;Nicandra;Nicandra,,
Q131912831,Nodularia,http://www.wikidata.org/entity/Q131912831,150009;578727,Nodularia;Nodularia,,
Q21440790,Nolina,http://www.wikidata.org/entity/Q21440790,72257;1398074,Nolina;Nolina,,
Q10603122,Norvellina numerosa,http://www.wikidata.org/entity/Q10603122,1436952;1639509,Norvellina numerosa;Norvellina numerosa,,
Q13902636,Notacanthella,http://www.wikidata.org/entity/Q13902636,1604505;1604504,Notacanthella;Notacanthella,,
Q7088503,Ologamasiphis,http://www.wikidata.org/entity/Q7088503,1420703;1420704,Ologamasiphis;Ologamasiphis,,
Q21441597,Onthophagus,http://www.wikidata.org/entity/Q21441597,120366;960209,Onthophagus;Onthophagus,,
Q3689872,Orectognathus rostratus,http://www.wikidata.org/entity/Q3689872,1620416;1668567,Orectognathus rostratus;Orectognathus rostratus,,
Q21439128,Orius,http://www.wikidata.org/entity/Q21439128,203276;1555792,Orius;Orius,,
Q15622357,Ormosia nobilis,http://www.wikidata.org/entity/Q15622357,138818;1238702,Ormosia nobilis;Ormosia nobilis,,
Q10611810,Ornebius wandella,http://www.wikidata.org/entity/Q10611810,1559815;1559807,Ornebius wandella;Ornebius wandella,,
Q50740490,Ornithodoros,http://www.wikidata.org/entity/Q50740490,197007;1665537,Ornithodoros;Ornithodoros,,
Q21440468,Orthosia,http://www.wikidata.org/entity/Q21440468,176203;317925,Orthosia;Orthosia,,
Q50757705,Oxyloma,http://www.wikidata.org/entity/Q50757705,90577;710434,Oxyloma;Oxyloma,,
Q21439646,Palmeria,http://www.wikidata.org/entity/Q21439646,10656;370615,Palmeria;Palmeria,,
Q140745153,Pampa eminens,http://www.wikidata.org/entity/Q140745153,1526993;1549964,Pampa eminens;Pampa eminens,,
Q10616429,Pantecphylus,http://www.wikidata.org/entity/Q10616429,767173;767669,Pantecphylus;Pantecphylus,,
Q25407449,Parablepharisma,http://www.wikidata.org/entity/Q25407449,1430406;1430418,Parablepharisma;Parablepharisma,,
Q4765007,Paradoxa,http://www.wikidata.org/entity/Q4765007,513649;1148200,Paradoxa;Paradoxa,,
Q5222240,Paradoxa,http://www.wikidata.org/entity/Q5222240,513649;1148200,Paradoxa;Paradoxa,,
Q10617922,Paragryllus,http://www.wikidata.org/entity/Q10617922,766819;1349788,Paragryllus;Paragryllus,,
Q21441293,Paragryllus,http://www.wikidata.org/entity/Q21441293,766819;1349788,Paragryllus;Paragryllus,,
Q18112181,Paranomina,http://www.wikidata.org/entity/Q18112181,887019;887016,Paranomina;Paranomina,,
Q134738082,Paraspiculatus colombiensis,http://www.wikidata.org/entity/Q134738082,1305115;1392432,Paraspiculatus colombiensis;Paraspiculatus colombiensis,,
Q140936728,Pelochrista canana,http://www.wikidata.org/entity/Q140936728,1099141;1296819,Pelochrista canana;Pelochrista canana,,
Q140956342,Pelochrista denverana,http://www.wikidata.org/entity/Q140956342,1296731;1296730,Pelochrista denverana;Pelochrista denverana,,
Q141107382,Pelochrista sandiego,http://www.wikidata.org/entity/Q141107382,511621;1296812,Pelochrista sandiego;Pelochrista sandiego,,
Q10626327,Phalangopsina,http://www.wikidata.org/entity/Q10626327,766838;765823,Phalangopsina;Phalangopsina,,
Q36771860,Phalangopsina,http://www.wikidata.org/entity/Q36771860,766838;765823,Phalangopsina;Phalangopsina,,
Q5225206,Phaleria,http://www.wikidata.org/entity/Q5225206,178399;490077,Phaleria;Phaleria,,
Q14085955,Pheidole gertrudae,http://www.wikidata.org/entity/Q14085955,1267320;1349196,Pheidole gertrudae;Pheidole gertrudae,,
Q21223713,Philhammus,http://www.wikidata.org/entity/Q21223713,1015051;1690133,Philhammus;Philhammus,,
Q123938578,Phyllogloea,http://www.wikidata.org/entity/Q123938578,353081;1656497,Phyllogloea;Phyllogloea,,
Q48600950,Phyllophorella,http://www.wikidata.org/entity/Q48600950,354152;766261,Phyllophorella;Phyllophorella,,
Q15891701,Phyllopodium,http://www.wikidata.org/entity/Q15891701,576601;1670602,Phyllopodium;Phyllopodium,,
Q10630452,Phylloptera socia,http://www.wikidata.org/entity/Q10630452,1563214;1563206,Phylloptera socia;Phylloptera socia,,
Q10632803,Planaltina,http://www.wikidata.org/entity/Q10632803,91109;1069445,Planaltina;Planaltina,,
Q10350515,Plesiophysa,http://www.wikidata.org/entity/Q10350515,959027;1450795,Plesiophysa;Plesiophysa,,
Q126366241,Plesiophysa,http://www.wikidata.org/entity/Q126366241,959027;1450795,Plesiophysa;Plesiophysa,,
Q123466645,Pliacanthopus,http://www.wikidata.org/entity/Q123466645,1078130;1078128,Pliacanthopus;Pliacanthopus,,
Q10635388,Poecilimon bosphoricus,http://www.wikidata.org/entity/Q10635388,1406873;1406879,Poecilimon bosphoricus;Poecilimon bosphoricus,,
Q10635390,Poecilimon celebi,http://www.wikidata.org/entity/Q10635390,1559835;1559836,Poecilimon celebi;Poecilimon celebi,,
Q10635451,Poecilimon minutus,http://www.wikidata.org/entity/Q10635451,1559884;1559879,Poecilimon minutus;Poecilimon minutus,,
Q14137943,Pogonomyrmex laticeps,http://www.wikidata.org/entity/Q14137943,1374665;1374666,Pogonomyrmex laticeps;Pogonomyrmex laticeps,,
Q14138109,Pogonomyrmex naegelii,http://www.wikidata.org/entity/Q14138109,1267345;1374671,Pogonomyrmex naegelii;Pogonomyrmex naegelii,,
Q10350751,Pogononeura,http://www.wikidata.org/entity/Q10350751,577268;1290912,Pogononeura;Pogononeura,,
Q13850841,Polypedilum floridense,http://www.wikidata.org/entity/Q13850841,1560530;1560529,Polypedilum floridense;Polypedilum floridense,,
Q14557674,Polypedilum halterale,http://www.wikidata.org/entity/Q14557674,1560533;1560537,Polypedilum halterale;Polypedilum halterale,,
Q3648458,Polyrhachis arachne,http://www.wikidata.org/entity/Q3648458,1504545;1609834,Polyrhachis arachne;Polyrhachis arachne,,
Q3647250,Polyrhachis cleophanes,http://www.wikidata.org/entity/Q3647250,1571214;1571209,Polyrhachis cleophanes;Polyrhachis cleophanes,,
Q7227763,Ponerinae,http://www.wikidata.org/entity/Q7227763,338275;790386,Ponerinae;Ponerinae,,
Q14158230,Popovia,http://www.wikidata.org/entity/Q14158230,754448;1080351,Popovia;Popovia,,
Q4194527,Porina africana,http://www.wikidata.org/entity/Q4194527,1031119;1644092,Porina africana;Porina africana,,
Q87236227,Porphyranthus,http://www.wikidata.org/entity/Q87236227,1629405;1629406,Porphyranthus;Porphyranthus,,
Q5051456,Portlandia,http://www.wikidata.org/entity/Q5051456,184919;184917,Portlandia;Portlandia,,
Q3688409,Pristomyrmex profundus,http://www.wikidata.org/entity/Q3688409,1450315;1520938,Pristomyrmex profundus;Pristomyrmex profundus,,
Q50741618,Pristonychus,http://www.wikidata.org/entity/Q50741618,503845;1181743,Pristonychus;Pristonychus,,
Q23056725,Promalactis acanthiana,http://www.wikidata.org/entity/Q23056725,1576736;1576735,Promalactis acanthiana;Promalactis acanthiana,,
Q21298894,Promalactis sakaiella,http://www.wikidata.org/entity/Q21298894,1346645;1576892,Promalactis sakaiella;Promalactis sakaiella,,
Q21298728,Promalactis unistriatella,http://www.wikidata.org/entity/Q21298728,1576967;1576968,Promalactis unistriatella;Promalactis unistriatella,,
Q2202986,Protohermes latus,http://www.wikidata.org/entity/Q2202986,884373;1468229,Protohermes latus;Protohermes latus,,
Q87138316,Pseudeugenia,http://www.wikidata.org/entity/Q87138316,1643401;1643406,Pseudeugenia;Pseudeugenia,,
Q20988254,Pseudographis,http://www.wikidata.org/entity/Q20988254,471263;1290918,Pseudographis;Pseudographis,,
Q14192163,Pseudomyrmex goeldii,http://www.wikidata.org/entity/Q14192163,1418592;1418598,Pseudomyrmex goeldii;Pseudomyrmex goeldii,,
Q14920941,Pseudopedaria grossa,http://www.wikidata.org/entity/Q14920941,1683958;1683959,Pseudopedaria grossa;Pseudopedaria grossa,,
Q7255427,Pseudopostega saltatrix,http://www.wikidata.org/entity/Q7255427,1334301;1336951,Pseudopostega saltatrix;Pseudopostega saltatrix,,
Q10644527,Pseudoteratura,http://www.wikidata.org/entity/Q10644527,767567;766468,Pseudoteratura;Pseudoteratura,,
Q119571335,Pseudozygocera,http://www.wikidata.org/entity/Q119571335,1249854;1360349,Pseudozygocera;Pseudozygocera,,
Q15870307,Pseudozygocera,http://www.wikidata.org/entity/Q15870307,1249854;1360349,Pseudozygocera;Pseudozygocera,,
Q17553023,Psychopsis,http://www.wikidata.org/entity/Q17553023,431511;518365,Psychopsis;Psychopsis,,
Q2743384,Pterygota,http://www.wikidata.org/entity/Q2743384,184884;418641,Pterygota;Pterygota,,
Q18606085,Ptilocrinus,http://www.wikidata.org/entity/Q18606085,1160408;1297075,Ptilocrinus;Ptilocrinus,,
Q61468092,Ptilocrinus,http://www.wikidata.org/entity/Q61468092,1160408;1297075,Ptilocrinus;Ptilocrinus,,
Q10355388,Ptilothrix,http://www.wikidata.org/entity/Q10355388,135308;924262,Ptilothrix;Ptilothrix,,
Q20871819,Pygeretmus,http://www.wikidata.org/entity/Q20871819,43881;1431477,Pygeretmus;Pygeretmus,,
Q21366657,Quadrella,http://www.wikidata.org/entity/Q21366657,194613;317594,Quadrella;Quadrella,,
Q30301442,Ramburiella,http://www.wikidata.org/entity/Q30301442,601864;764125,Ramburiella;Ramburiella,,
Q107279559,Reichlingia,http://www.wikidata.org/entity/Q107279559,421542;903400,Reichlingia;Reichlingia,,
Q21438348,Rhabdomastix,http://www.wikidata.org/entity/Q21438348,247943;931172,Rhabdomastix;Rhabdomastix,,
Q50750742,Rhopalus,http://www.wikidata.org/entity/Q50750742,327209;1389193,Rhopalus;Rhopalus,,
Q10654660,Riatina villosiceps,http://www.wikidata.org/entity/Q10654660,1563351;1563353,Riatina villosiceps;Riatina villosiceps,,
Q104535164,Rodwaya,http://www.wikidata.org/entity/Q104535164,1042889;1629224,Rodwaya;Rodwaya,,
Q3688524,Rogeria germaini,http://www.wikidata.org/entity/Q3688524,1436195;1436198,Rogeria germaini;Rogeria germaini,,
Q17126801,Sabaudia,http://www.wikidata.org/entity/Q17126801,1680846;1680856,Sabaudia;Sabaudia,,
Q10366688,Sabaudia,http://www.wikidata.org/entity/Q10366688,1680846;1680856,Sabaudia;Sabaudia,,
Q2716146,Sabia,http://www.wikidata.org/entity/Q2716146,556349;521251,Sabia;Sabia,,
Q16862877,Sabia,http://www.wikidata.org/entity/Q16862877,556349;521251,Sabia;Sabia,,
Q7399692,Sahlingia,http://www.wikidata.org/entity/Q7399692,856824;1600495,Sahlingia;Sahlingia,,
Q34346943,Sahlingia,http://www.wikidata.org/entity/Q34346943,856824;1600495,Sahlingia;Sahlingia,,
Q14943705,Scandia,http://www.wikidata.org/entity/Q14943705,195473;418425,Scandia;Scandia,,
Q18579642,Schinostethus,http://www.wikidata.org/entity/Q18579642,1061965;1238384,Schinostethus;Schinostethus,,
Q21363112,Sclerochiton,http://www.wikidata.org/entity/Q21363112,147444;508346,Sclerochiton;Sclerochiton,,
Q63436381,Serpula,http://www.wikidata.org/entity/Q63436381,117578;352612,Serpula;Serpula,,
Q13532499,Siccia adiaphora,http://www.wikidata.org/entity/Q13532499,1300391;1567110,Siccia adiaphora;Siccia adiaphora,,
Q13532488,Siccia duodecimpunctata,http://www.wikidata.org/entity/Q13532488,1300394;1566986,Siccia duodecimpunctata;Siccia duodecimpunctata,,
Q126037882,Siccia exilisioides,http://www.wikidata.org/entity/Q126037882,1567146;1567147,Siccia exilisioides;Siccia exilisioides,,
Q21440771,Sigara,http://www.wikidata.org/entity/Q21440771,211532;1366000,Sigara;Sigara,,
Q50742724,Sinechostictus,http://www.wikidata.org/entity/Q50742724,423269;1553507,Sinechostictus;Sinechostictus,,
Q15497115,Sobralia undatocarinata,http://www.wikidata.org/entity/Q15497115,1483733;1483732,Sobralia undatocarinata;Sobralia undatocarinata,,
Q119571998,Spilophorus,http://www.wikidata.org/entity/Q119571998,640111;1695372,Spilophorus;Spilophorus,,
Q977223,Stelligera,http://www.wikidata.org/entity/Q977223,542881;1568891;1568754,Stelligera;Stelligera;Stelligera,,
Q4115212,Stelligera,http://www.wikidata.org/entity/Q4115212,542881;1568891;1568754,Stelligera;Stelligera;Stelligera,,
Q107615156,Stelligera,http://www.wikidata.org/entity/Q107615156,542881;1568891;1568754,Stelligera;Stelligera;Stelligera,,
Q18088462,Stenella,http://www.wikidata.org/entity/Q18088462,41493;353320,Stenella;Stenella,,
Q50749016,Stenochironomus,http://www.wikidata.org/entity/Q50749016,247662;1542379,Stenochironomus;Stenochironomus,,
Q21445317,Stenolophus,http://www.wikidata.org/entity/Q21445317,211403;518661,Stenolophus;Stenolophus,,
Q14711217,Sternotomis lequeuxi,http://www.wikidata.org/entity/Q14711217,1621241;1621240,Sternotomis lequeuxi;Sternotomis lequeuxi,,
Q7616611,Stigmella divina,http://www.wikidata.org/entity/Q7616611,1393084;1393085,Stigmella divina;Stigmella divina,,
Q7616621,Stigmella epicosma,http://www.wikidata.org/entity/Q7616621,1393093;1393094,Stigmella epicosma;Stigmella epicosma,,
Q14412880,Strumigenys lilloana,http://www.wikidata.org/entity/Q14412880,1659693;1659694,Strumigenys lilloana;Strumigenys lilloana,,
Q14405237,Strumigenys mayri,http://www.wikidata.org/entity/Q14405237,1664788;1664789,Strumigenys mayri;Strumigenys mayri,,
Q20870846,Sundasciurus,http://www.wikidata.org/entity/Q20870846,46148;1431502,Sundasciurus;Sundasciurus,,
Q14088189,Symphoromyia fulvipes,http://www.wikidata.org/entity/Q14088189,1692437;1692438,Symphoromyia fulvipes;Symphoromyia fulvipes,,
Q14088179,Symphoromyia plagens,http://www.wikidata.org/entity/Q14088179,1693641;1673988,Symphoromyia plagens;Symphoromyia plagens,,
Q10690450,Tamborina ocellata,http://www.wikidata.org/entity/Q10690450,1498945;1563454,Tamborina ocellata;Tamborina ocellata,,
Q50749201,Tanypus,http://www.wikidata.org/entity/Q50749201,247742;847610,Tanypus;Tanypus,,
Q21399947,Tara,http://www.wikidata.org/entity/Q21399947,420621;768538,Tara;Tara,,
Q21438771,Tasgius,http://www.wikidata.org/entity/Q21438771,178944;1582279,Tasgius;Tasgius,,
Q21438358,Tasiocera,http://www.wikidata.org/entity/Q21438358,378324;1655975,Tasiocera;Tasiocera,,
Q14460817,Technomyrmex reductus,http://www.wikidata.org/entity/Q14460817,1608262;1608263,Technomyrmex reductus;Technomyrmex reductus,,
Q10693406,Terpandrus jumbunna,http://www.wikidata.org/entity/Q10693406,1458482;1458479,Terpandrus jumbunna;Terpandrus jumbunna,,
Q10693412,Terpandrus tauwa,http://www.wikidata.org/entity/Q10693412,1411605;1458485,Terpandrus tauwa;Terpandrus tauwa,,
Q122067786,Texananus,http://www.wikidata.org/entity/Q122067786,147362;543813,Texananus;Texananus,,
Q14406841,Thaumatomyrmex mutilatus,http://www.wikidata.org/entity/Q14406841,1449516;1579177,Thaumatomyrmex mutilatus;Thaumatomyrmex mutilatus,,
Q15636043,Thesium,http://www.wikidata.org/entity/Q15636043,146804;317612;1397998,Thesium;Thesium;Thesium,,
Q21441117,Toronia,http://www.wikidata.org/entity/Q21441117,379361;1273030,Toronia;Toronia,,
Q17280790,Trachyphyllum,http://www.wikidata.org/entity/Q17280790,1410928;1596613,Trachyphyllum;Trachyphyllum,,
Q17552935,Triaspis dumeticola,http://www.wikidata.org/entity/Q17552935,1104566;1659083,Triaspis dumeticola;Triaspis dumeticola,,
Q18109059,Tricella,http://www.wikidata.org/entity/Q18109059,1444069;1444070,Tricella;Tricella,,
Q15951554,Trichogonia,http://www.wikidata.org/entity/Q15951554,575891;1201089,Trichogonia;Trichogonia,,
Q13861210,Trichomyrmex destructor,http://www.wikidata.org/entity/Q13861210,424679;1526464,Trichomyrmex destructor;Trichomyrmex destructor,,
Q14618063,Trichopalpus,http://www.wikidata.org/entity/Q14618063,1009230;1668850,Trichopalpus;Trichopalpus,,
Q2144590,Trichotheca,http://www.wikidata.org/entity/Q2144590,1135752;1146452,Trichotheca;Trichotheca,,
Q14506507,Trigonidium,http://www.wikidata.org/entity/Q14506507,149151;767456,Trigonidium;Trigonidium,,
Q2327813,Triphorinae,http://www.wikidata.org/entity/Q2327813,850684;1363950,Triphorinae;Triphorinae,,
Q33139379,Triphorinae,http://www.wikidata.org/entity/Q33139379,850684;1363950,Triphorinae;Triphorinae,,
Q87277606,Tritaxis,http://www.wikidata.org/entity/Q87277606,1182798;1407306,Tritaxis;Tritaxis,,
Q2505493,Tritonia,http://www.wikidata.org/entity/Q2505493,48829;317752,Tritonia;Tritonia,,
Q14010386,Trixoscelis nuda,http://www.wikidata.org/entity/Q14010386,1525806;1525803,Trixoscelis nuda;Trixoscelis nuda,,
Q7847927,Truncatella,http://www.wikidata.org/entity/Q7847927,92685;471337,Truncatella;Truncatella,,
Q21441005,Tryonia,http://www.wikidata.org/entity/Q21441005,92689;948946,Tryonia;Tryonia,,
Q21440617,Ugyops,http://www.wikidata.org/entity/Q21440617,374283;518044,Ugyops;Ugyops,,
Q95921245,Ulmus,http://www.wikidata.org/entity/Q95921245,53549;1664439;1664440,Ulmus;Ulmus;Ulmus,,
Q7882664,Uncinia,http://www.wikidata.org/entity/Q7882664,1120857;1125659,Uncinia;Uncinia,,
Q16760098,Utetheisa albilinea,http://www.wikidata.org/entity/Q16760098,1522832;1550468,Utetheisa albilinea;Utetheisa albilinea,,
Q10711793,Uzelina,http://www.wikidata.org/entity/Q10711793,1126098;1683653,Uzelina;Uzelina,,
Q119572317,Uzelina,http://www.wikidata.org/entity/Q119572317,1126098;1683653,Uzelina;Uzelina,,
Q15289582,Vanilla penicillata,http://www.wikidata.org/entity/Q15289582,1598485;1617489,Vanilla penicillata;Vanilla penicillata,,
Q20973497,Verpa,http://www.wikidata.org/entity/Q20973497,118001;1072230,Verpa;Verpa,,
Q25368426,Verticillata,http://www.wikidata.org/entity/Q25368426,1080354;1434497,Verticillata;Verticillata,,
Q61654163,Verticillata,http://www.wikidata.org/entity/Q61654163,1080354;1434497,Verticillata;Verticillata,,
Q107274131,Verticillata,http://www.wikidata.org/entity/Q107274131,1080354;1434497,Verticillata;Verticillata,,
Q15290291,Vestia,http://www.wikidata.org/entity/Q15290291,379380;874723,Vestia;Vestia,,
Q50756462,Vestia,http://www.wikidata.org/entity/Q50756462,379380;874723,Vestia;Vestia,,
Q111191429,Volvanarius,http://www.wikidata.org/entity/Q111191429,1417331;1433769,Volvanarius;Volvanarius,,
Q107578913,Vossia,http://www.wikidata.org/entity/Q107578913,577333;767029,Vossia;Vossia,,
Q87172571,Xiphion,http://www.wikidata.org/entity/Q87172571,1526153;1557205;1613689,Xiphion;Xiphion;Xiphion,,
Q15951507,Xylorhiza,http://www.wikidata.org/entity/Q15951507,64716;334662,Xylorhiza;Xylorhiza,,
Q6511770,Zinapolys,http://www.wikidata.org/entity/Q6511770,999943;1000028,Zinapolys;Zinapolys,,
Q117711843,Zorotypus,http://www.wikidata.org/entity/Q117711843,178518;1635921,Zorotypus;Zorotypus,,
